TV	object	object	1
chip	object	object/inanim	1
plastica	substance	substance	1
silicone	substance	substance	1
bicchiere	object	object	3
smartphone	object	object	3
promotori	person	person	1
schermo	object	object	2
carta di credito	object	object	1
cliente	person	person	1
community	organization	organization	8
app	abstract	abstract/inanim	1
oceano	place	place/inanim	3
vetro	substance	substance	1
2018	time	time	1
2021	time	time	1
8	quantity	quantity	1
